"Can you tell me what the weather looks like?","weather"
"can you tell me what's the weather will be in one hour if we keep goint in this direction?","weather"
"Can we go someplace where it's not raining?","weather"
"do you think will rain?","weather"
"when the rain stops?","weather"
"when the rain of end","weather"
"when the rail will end","weather"
"when rain ends","weather"
"when rain","weather"
"when all the rain and","weather"
"what would be the weather 50 km ahead?","weather"
"What weather do you like?","weather"
"what weather?","weather"
"what time will the weather change","weather"
"whats the weather outside","weather"
"whats the weather like right now","weather"
"what's the weather","weather"
"Whats the temperature outside?","weather"
"What's the temperature outside?","weather"
"whats the outside air temperature?","weather"
"What is the weather going to be like","weather"
"What is the temperature outside?","weather"
"What is the temperature outside","weather"
"what is the rain?","weather"
"what is the outside temperature?","weather"
"what abt weather today?","weather"
"what about weather today?","weather"
"What about weather?","weather"
"weather is cool.","weather"
"watson when this rain will over","weather"
"the weather is important to me","weather"
"The sun is out","weather"
"tell me the weather","weather"
"raining now","weather"
"oops... it's raining again","weather"
"oh, it started to rain","weather"
"Oh, it's a sunny day","weather"
"make it stop raining","weather"
"look up the weather","weather"
"i want to  weather news.","weather"
"I want to know the weather","weather"
"it's sunny now","weather"
"it's sunny, maybe we don't need the lights","weather"
"It's rain today.","weather"
"Its Raining now","weather"
"its raining now ?","weather"
"it's raining ...","weather"
"its is raining","weather"
"it's hot","weather"
"It's cold here","weather"
"It's become sunny now","weather"
"it is raining, what can you do ?","weather"
"it isn't raining anymore","weather"
"It is going to rain","weather"
"it is cloudy now","weather"
"it is a sunny day","weather"
"is raining today","weather"
"is raining now","weather"
"is raining","weather"
"is it sunny out?","weather"
"is it rainning right?","weather"
"Is it rainning now?","weather"
"is it raining","weather"
"is it gonna be raining","weather"
"is it going to rain when we arrive?","weather"
"is it going to rain today?","weather"
"is it going to rain later today","weather"
"is it going to rain for the entire day?","weather"
"Is it going to rain?","weather"
"is it going to rain","weather"
"is it dark outside","weather"
"is it a sunny day","weather"
"is it a nice day today?","weather"
"is it a clear day ?","weather"
"how's the wether","weather"
"how many degrees are outside?","weather"
"how long will it rain","weather"
"How long until the rain ends?","weather"
"how long the rain?","weather"
"how is the weater?","weather"
"How is the typooon","weather"
"How is the climate?","weather"
"how hot is it outside","weather"
"how cold","weather"
"How about this rain","weather"
"hi, what is the temperature in milan","weather"
"Hi, please tell me something about weather","weather"
"Harvard is it going to rain","weather"
"when were you there when rain is starch","weather"
"do I need a jacket","weather"
"Does the weather get worse","weather"
"Does It raining all day?","weather"
"check weather","weather"
"check the wheather","weather"
"will it be warm today?","weather"
"Why is it raining today?","weather"
"Why is it raining again","weather"
"Why is it raining?","weather"
"Why is it raining","weather"
"why is it raining ?","weather"
"wow .. it is raining in front of my car","weather"
"Whn will this rain stop?","weather"
"when wil the rain end?","weather"
"when will the sun set?","weather"
"when will the sun come out","weather"
"when will the sun appear?","weather"
"when will the rain arrive","weather"
"When will it be sunny?","weather"
"when will be the rain end ?","weather"
"do you know weather today","weather"
"Will rain stop?","weather"
"will rain end?","weather"
"will it rain much longer?","weather"
"can you say me the time?","information_request"
"what is today's date","information_request"
"what's the date","information_request"
"whats the square root of 70","information_request"
"what's the time","information_request"
"what time is it right now","information_request"
"can you tell time","information_request"
"do you know the time","information_request"
"hey whats the current time today","information_request"
"tell me the date","information_request"
"what is the time?","information_request"
"anything","not_specified"
"any one","not_specified"
"Any of them.","not_specified"
"any","not_specified"
"any goddam one!!!!","not_specified"
"any near","not_specified"
"any of them","not_specified"
"you decide","not_specified"
"you can go with your favorite","not_specified"
"Whatever you like","not_specified"
"whatever you feel like","not_specified"
"Whatever is farthest","not_specified"
"whatever","not_specified"
"play anything u like","not_specified"
"no preference","not_specified"
"I don't see anything","not_specified"
"I don't see any options","not_specified"
"I don't see any","not_specified"
"I doesn't matter to me.","not_specified"
"i didn't see any options","not_specified"
"I did not say turn in anything I entered","not_specified"
"I am not identifying any thing here","not_specified"
"doesn't matter","not_specified"
"do anything","not_specified"
"but it doesn't really","not_specified"
"anything would do","not_specified"
"anything is fine","not_specified"
"switch on the ac then turn up the music","compound_questions"
"turn down the heat and play some jazz","compound_questions"
"turn off on off the music","compound_questions"
"turn off the headlights and on the air con","compound_questions"
"turn off the music and then turn it up","compound_questions"
"turn off wipers and turn on lights","compound_questions"
"turn off wipers and turn on the lights","compound_questions"
"turn on the lights and speed up the wipers","compound_questions"
"turn on the lights and turn up the wipers","compound_questions"
"turn on the wipers then turn them off","compound_questions"
"turn on wipers and stop the car","compound_questions"
"Turn the lights on off","compound_questions"
"turn up the music and slow down the wipers","compound_questions"
"turn up the radio off","compound_questions"
"Turn up the radio.Turn on my wipers.","compound_questions"
"what can you do . turn off lights","compound_questions"
"what can you do. turn off lights","compound_questions"
"what is my speed","compound_questions"
"start stop wipers","compound_questions"
"speed up the wipers then slow down the wipers","compound_questions"
"sorry turn off the lights and turn on the AC","compound_questions"
"radio on and lights off","compound_questions"
"OK, can you lower the AC to turn off the sound?","compound_questions"
"off on my lights","compound_questions"
"lower the volume then speed up the wipers","compound_questions"
"Increase the volume or turn off the AC","compound_questions"
"Increase speed and turn wiper on","compound_questions"
"heater up and volume down","compound_questions"
"can you turn on the turn off the AC","compound_questions"
"can you please turn the light on off ?","compound_questions"
"i cant hear any sound","interface_issues"
"where is the sound","interface_issues"
"where is the picture","interface_issues"
"system error, unable to lonin","interface_issues"
"i don't hear any sound","interface_issues"
"i can't see anything","interface_issues"
"can i trust you","system_reliance"
"are you trustworthy","system_reliance"
"hey, now it's raining, you said you didn't know anything about that. Are you a liar?","system_reliance"
"do you tell the truth","system_reliance"
"can you guess what it is ?","system_reliance"
"so what did you learn?","capabilities"
"you can say what is php","capabilities"
"you can not change yourself?","capabilities"
"why should I use you","capabilities"
"where should I turn","capabilities"
"where is the poop deck on this ship","capabilities"
"Where are we","capabilities"
"what u know about car?","capabilities"
"what things can you turn on?","capabilities"
"What's the speed","capabilities"
"what should i ask","capabilities"
"adapt to current weather condition","capabilities"
"book a flight for NY on sunday","capabilities"
"can I manipulate the","capabilities"
"Can I teach you","capabilities"
"can i training you?","capabilities"
"can you change lanes","capabilities"
"Can you do anything that helps me drive?","capabilities"
"can you do coding ?","capabilities"
"can you do more than that?","capabilities"
"CAN YOU DO OTHER THING?","capabilities"
"can you do this?","capabilities"
"can you do xyz?","capabilities"
"Can you drive anywhere else?","capabilities"
"can you harm me?","capabilities"
"can you help me find a candidate?","capabilities"
"can you help me to turn on the left light","capabilities"
"it's too dark","capabilities"
"i want to see how this demo works","capabilities"
"lets go","capabilities"
"Make it rain","capabilities"
"Make it stop raining.","capabilities"
"make me a sandwich","capabilities"
"ok watson, why should I use you","capabilities"
"open door","capabilities"
"please open the sunroof","capabilities"
"repair my car","capabilities"
"roll down windows","capabilities"
"stop it from raining","capabilities"
"can you learn something new?","capabilities"
"can you read me","capabilities"
"can you speak something with me?","capabilities"
"what question","capabilities"
"what else","capabilities"
"what do you know","capabilities"
"what do you have?","capabilities"
"what did you learn","capabilities"
"What devices are you able to connect with?","capabilities"
"what cayou do?","capabilities"
"what care you capablities","capabilities"
"what capabilities you have","capabilities"
"what can you turn on things?","capabilities"
"what can you help me with","capabilities"
"what can you do for me","capabilities"
"what canyou do","capabilities"
"what can you do","capabilities"
"What can i say","capabilities"
"what can I do","capabilities"
"What ca I ask?","capabilities"
"What are your functions?","capabilities"
"what are your benefits","capabilities"
"what are you capable of","capabilities"
"What a can asc iu?","capabilities"
"turn ac when rain ends?","capabilities"
"testing om","capabilities"
"test","capabilities"
"can you tell me about problem","capabilities"
"can you tell me my cars average sale price","capabilities"
"Can you tell me random facts?","capabilities"
"Change the weather","capabilities"
"Change weather","capabilities"
"deploy airbags","capabilities"
"do you do anything else","capabilities"
"Do you do anything else?","capabilities"
"go slow","capabilities"
"Hello can i have some help","capabilities"
"Hello Watson! Can you bring me home?","capabilities"
"help","capabilities"
"help me","capabilities"
"hi can we go to canada?","capabilities"
"Hi, can you read me a book?","capabilities"
"Hi Watson, please tell about the latest news","capabilities"
"Tell me what to do.","capabilities"
"tell me what things you can do","capabilities"
"tell me some jokes","capabilities"
"tell me jokes","capabilities"
"tell me joke","capabilities"
"tell me a joke","capabilities"
"Hi! what could you do ?","capabilities"
"How are you going to help me","capabilities"
"how can you help me","capabilities"
"Howdy mny Tieres Do you have","capabilities"
"how far is","capabilities"
"how far is the moon","capabilities"
"how far to","capabilities"
"I'd like to have dinner with you","capabilities"
"I enjoy petting cats","capabilities"
"I love dolphins","capabilities"
"i need a new wheelchair","capabilities"
"I need to shut it down","capabilities"
"what is your favourite music","about_VA"
"Do you like","about_VA"
"do you hate","about_VA"
"your name","about_VA"
"when were you born","about_VA"
"what types of food do you like","about_VA"
"what's your name","about_VA"
"whats your favorite movie","about_VA"
"what's your favorite","about_VA"
"what's your","about_VA"
"what music do you like","about_VA"
"what kind of food do you eat","about_VA"
"what is your favourite colour","about_VA"
"what do i call you","about_VA"
"what are you called","about_VA"
"tell me your favorite foods","about_VA"
"know any jokes","about_VA"
"what is your name","about_VA"
"i want jokes","about_VA"
"how much do you weigh","about_VA"
"hey, whats your ame?","about_VA"
"cloud you recommend music?","about_VA"
"any music reccomendation?","about_VA"
"going","goodbyes"
"go","goodbyes"
"my time is up","goodbyes"
"nice day","goodbyes"
"no, bye!","goodbyes"
"ok bye","goodbyes"
"over and out","goodbyes"
"run","goodbyes"
"see ya later","goodbyes"
"see ya soon","goodbyes"
"should be going","goodbyes"
"should go","goodbyes"
"shutdown","goodbyes"
"shut down","goodbyes"
"signing off","goodbyes"
"so long","goodbyes"
"soon","goodbyes"
"swag out","goodbyes"
"thanks byebye","goodbyes"
"then bye","goodbyes"
"toodles","goodbyes"
"good bye","goodbyes"
"good day","goodbyes"
"good night","goodbyes"
"gotta go","goodbyes"
"gotta run","goodbyes"
"gtg","goodbyes"
"finally reached home.. lock up and cock up.. good nite and good bye for ever","goodbyes"
"farewell","goodbyes"
"cya","goodbyes"
"bye now","goodbyes"
"bye bye","goodbyes"
"bye","goodbyes"
"au revoir","goodbyes"
"adios","goodbyes"
"adieu","goodbyes"
"hey stop here","goodbyes"
"Hi, Watson. I want to stop car","goodbyes"
"I'm leaving","goodbyes"
"later","goodbyes"
"laters","goodbyes"
"leave","goodbyes"
"logging off","goodbyes"
"yes","decision_replies"
"maybe","decision_replies"
"not a clue","decision_replies"
"no thanks watson","decision_replies"
"no","decision_replies"
"yes thanks","decision_replies"
"yes please","decision_replies"
"yes definitely","decision_replies"
"AC low","turn_down"
"decrease the volume","turn_down"
"Reduce the fan speed","turn_down"
"reduce the sound","turn_down"
"set the ac to low","turn_down"
"turn this sound down","turn_down"
"slow down the wiper please","turn_down"
"slow down the wipers","turn_down"
"Slow the wipers down","turn_down"
"switch down the heating","turn_down"
"switch the ac to low","turn_down"
"the music needs to be turned down","turn_down"
"turn down the heating","turn_down"
"turn dow nthe wipers","turn_down"
"turn the heating down","turn_down"
"turn the wipers down for me","turn_down"
"turn the wipers on low","turn_down"
"Decrease volume","turn_down"
"heat low","turn_down"
"I need you to turn my music down","turn_down"
"lessen the ac","turn_down"
"low AC","turn_down"
"lower heat","turn_down"
"lower temperature","turn_down"
"lower the volume","turn_down"
"make it quieter","turn_down"
"music down","turn_down"
"power down the cooling","turn_down"
"put ac on low","turn_down"
"use the phone","phone"
"text mum i'll be late","phone"
"Text me","phone"
"start my call","phone"
"smartphone","phone"
"send an sms","phone"
"phone box","phone"
"make a phone call","phone"
"I would like to call someone on the phone","phone"
"I'd like to make a call","phone"
"do you have a phone","phone"
"dial Home","phone"
"call on the telephone","phone"
"call dad","phone"
"answer the phone","phone"
"I want to go to U.S.A.","locate_amenity"
"I want to go to school.","locate_amenity"
"i want to go to home","locate_amenity"
"I want to go to gas station.","locate_amenity"
"I want to go to beach.","locate_amenity"
"I want to go to 2.","locate_amenity"
"I want to find gas station","locate_amenity"
"i want to drive home","locate_amenity"
"I want to drink beer","locate_amenity"
"i want some pizza","locate_amenity"
"I want restaurants","locate_amenity"
"I want pizza","locate_amenity"
"I wan to go Gas station.","locate_amenity"
"i wan to go gas station","locate_amenity"
"I wan to drink with my friend","locate_amenity"
"i want go restaurant","locate_amenity"
"I want gas","locate_amenity"
"i wanna to nightclub","locate_amenity"
"i wanna to dance tonight","locate_amenity"
"i wanna go to sea.","locate_amenity"
"I wanna go to hospital","locate_amenity"
"I wanna go to arestaurant","locate_amenity"
"i think we need gas","locate_amenity"
"Italian food is a kind of food","locate_amenity"
"Is there someplace I can eat around here?","locate_amenity"
"is there factory outlet near here?","locate_amenity"
"Is there any shopping mall nearby?","locate_amenity"
"Is there any resturant nearby?","locate_amenity"
"is there any pub nearby?","locate_amenity"
"is there any hotel nearby","locate_amenity"
"is there a gas station close by ?","locate_amenity"
"is there a gas station close","locate_amenity"
"is there a gas station?","locate_amenity"
"is there a gas station ?","locate_amenity"
"Is there a convenience  store?","locate_amenity"
"I prefer rock to Jazz","locate_amenity"
"In want to go to the beach","locate_amenity"
"Information on locations near me","locate_amenity"
"i need to stop for","locate_amenity"
"I need to pee","locate_amenity"
"i need to have a rest","locate_amenity"
"I need to eat some tacos","locate_amenity"
"yep, need a hotel for tonight","locate_amenity"
"yeah a nice coffee place","locate_amenity"
"Whta is the nearst gas station from now.","locate_amenity"
"Whre is the nearest resturant","locate_amenity"
"which the restaurant closer","locate_amenity"
"which is the nearest gas station","locate_amenity"
"Which is the closest salon?","locate_amenity"
"Which is closest?","locate_amenity"
"Where us restoraunt?","locate_amenity"
"Where to have lunch","locate_amenity"
"where the GS","locate_amenity"
"where's the nearest petrol station","locate_amenity"
"where's the nearest fast food place?","locate_amenity"
"where's the nearest exit","locate_amenity"
"where's starbucks?","locate_amenity"
"Where should i go to eat?","locate_amenity"
"Where's burgers?","locate_amenity"
"where restoran","locate_amenity"
"where is there petrol?","locate_amenity"
"where is there a good hotel","locate_amenity"
"where is the next stop","locate_amenity"
"where is the next pit stop ?","locate_amenity"
"where is the next bus stop?","locate_amenity"
"where is the next book store","locate_amenity"
"Where is the nearest station?","locate_amenity"
"where is the nearest railway station","locate_amenity"
"where is the nearest police station here","locate_amenity"
"Where is the nearest petrol station","locate_amenity"
"where is the nearest gsa station?","locate_amenity"
"where is the nearest gaz station","locate_amenity"
"where is the nearest gasoline station ?","locate_amenity"
"where is the nearest filling station","locate_amenity"
"where is the bus stop","locate_amenity"
"where is nearest petrol station","locate_amenity"
"Where is my home?","locate_amenity"
"where is my home","locate_amenity"
"Where is my favorite restaraunt?","locate_amenity"
"where is gus stations.","locate_amenity"
"where is ATM","locate_amenity"
"where is a petrol station ?","locate_amenity"
"where is a petrol station","locate_amenity"
"where is a gas station","locate_amenity"
"where is a fuel station","locate_amenity"
"where in the nearests CVS?","locate_amenity"
"Where do I can get tacos?","locate_amenity"
"where chinese restaulant?","locate_amenity"
"Where can we go?","locate_amenity"
"where can i have pizza","locate_amenity"
"Where can I eat tacos?","locate_amenity"
"where can i eat pizza","locate_amenity"
"where can I eat a good steakc","locate_amenity"
"where can i drink","locate_amenity"
"Where are the restrooms?","locate_amenity"
"where are the closest restrooms","locate_amenity"
"where are restrooms","locate_amenity"
"Where are nearest McDonalds?","locate_amenity"
"what type of restaurant you like?","locate_amenity"
"What the nearest restrooms","locate_amenity"
"what's the nearest?","locate_amenity"
"Whats nearby","locate_amenity"
"whats nearby?","locate_amenity"
"what's near","locate_amenity"
"what's close to me","locate_amenity"
"what's closeby","locate_amenity"
"What's around here?","locate_amenity"
"What restrooms are nearby?","locate_amenity"
"Â‹Ã›Ã›where is the nearest hotels?","locate_amenity"
"actually I would like to stop at one further away","locate_amenity"
"alright then. can you recommend a good place for a quick lunch?","locate_amenity"
"any good restaurant there nearby","locate_amenity"
"any place in the gas","locate_amenity"
"Any restaurant around here?","locate_amenity"
"any restaurant here?","locate_amenity"
"any restrooms nearby","locate_amenity"
"any ukrainian restaurants?","locate_amenity"
"Are there any around here","locate_amenity"
"are there any good restaurants near me?","locate_amenity"
"Are there any italian restaurants nearby","locate_amenity"
"are there any restaurants near by ?","locate_amenity"
"bring me a beer","locate_amenity"
"bring me to the beach","locate_amenity"
"bring me to the beach.","locate_amenity"
"bring me to the park","locate_amenity"
"buy me a dress","locate_amenity"
"buy some food","locate_amenity"
"Can I buy a humberger?","locate_amenity"
"can I have some pizza?","locate_amenity"
"can we drive to New York ?","locate_amenity"
"can we go to the park?","locate_amenity"
"can you drive downtown?","locate_amenity"
"Can you drive me to pick up tickets for the circus","locate_amenity"
"can you drive towards Resturant 2","locate_amenity"
"can you find a good place to eat","locate_amenity"
"can you find gas station?","locate_amenity"
"can you find me a restaurant","locate_amenity"
"can you find my city ?","locate_amenity"
"can you find the nearest for me","locate_amenity"
"Can you give me directions?","locate_amenity"
"can you go to the third gas station instead?","locate_amenity"
"can you help me to get to sesame street","locate_amenity"
"can you locate a gas station","locate_amenity"
"can you show me the way please?","locate_amenity"
"Can you take me home?","locate_amenity"
"Closest","locate_amenity"
"closest burgers","locate_amenity"
"closest cafe","locate_amenity"
"Closest gas station","locate_amenity"
"closest mcdonald's","locate_amenity"
"closest one.","locate_amenity"
"Closest one","locate_amenity"
"closest one please","locate_amenity"
"Coffee","locate_amenity"
"coffee shop?","locate_amenity"
"cool, now I wanna go to a partu","locate_amenity"
"could you find gas station?","locate_amenity"
"Direction to San Diego Airport","locate_amenity"
"Doctors nearby","locate_amenity"
"do you know any chinese restaurants around","locate_amenity"
"do you know a restaurant in new york city","locate_amenity"
"do you know a restaurant in new york city?","locate_amenity"
"do you know if there's any restaurant around here?","locate_amenity"
"Do you know pizza?","locate_amenity"
"do you know where the next gas station?","locate_amenity"
"drive across the bridge","locate_amenity"
"drive by local attractions","locate_amenity"
"Drive home","locate_amenity"
"Drive home.","locate_amenity"
"drive in the field","locate_amenity"
"Drive me home","locate_amenity"
"drive through","locate_amenity"
"Drive to a petrol station.","locate_amenity"
"drive to the restaurant","locate_amenity"
"fetch me lunch locations","locate_amenity"
"finally this restaurant","locate_amenity"
"Hmm I said Korean restaurant. None of the food you addressed is Korean food.","locate_amenity"
"hmmm  the closest one","locate_amenity"
"hotel nearby","locate_amenity"
"hotel near by","locate_amenity"
"hotels nearby?","locate_amenity"
"how about pizza","locate_amenity"
"how can i get to Gbagada, Lagos","locate_amenity"
"howe much time will it take to reach restroom 1","locate_amenity"
"how far is the closest gas station?","locate_amenity"
"how i get to a museum","locate_amenity"
"How long is drive from Pittsburgh to new york","locate_amenity"
"how many times to the restaurant ?","locate_amenity"
"how to drive home?","locate_amenity"
"how to get home","locate_amenity"
"How to get home?","locate_amenity"
"how to go to the post office?","locate_amenity"
"I am going to New York.","locate_amenity"
"I am hungry","locate_amenity"
"I am looking for restarurants","locate_amenity"
"I'd like some coffee","locate_amenity"
"I'd like to eat something","locate_amenity"
"I'd like to get something to eat","locate_amenity"
"I'd like to go camping","locate_amenity"
"I'd like to go skiing","locate_amenity"
"I'd like to see a map","locate_amenity"
"I'd need a toilet","locate_amenity"
"I dont have gas","locate_amenity"
"i feel like getting a coffee","locate_amenity"
"I have hungry like a wolf","locate_amenity"
"i like pizza","locate_amenity"
"i like some coffee","locate_amenity"
"I love spicy food","locate_amenity"
"im almost out of gas","locate_amenity"
"im hungry I want to eat something","locate_amenity"
"I'm in the mood for having a hamburger","locate_amenity"
"I'm thinking about a nice, juicy steak","locate_amenity"
"I need a bathroom","locate_amenity"
"I need a garage","locate_amenity"
"Find a fast food","locate_amenity"
"find an amenity","locate_amenity"
"Find an imvestor","locate_amenity"
"find another route","locate_amenity"
"find a restroom","locate_amenity"
"find a taco place","locate_amenity"
"Find best option","locate_amenity"
"find BP","locate_amenity"
"find burger","locate_amenity"
"find burgers","locate_amenity"
"find calte","locate_amenity"
"Find chicken","locate_amenity"
"find chinese","locate_amenity"
"find chinese restraunt","locate_amenity"
"Find chipotle","locate_amenity"
"find epteke","locate_amenity"
"find fastest way","locate_amenity"
"find fuel","locate_amenity"
"find gasstation","locate_amenity"
"Find Gas Station","locate_amenity"
"find gas station close","locate_amenity"
"find gas station please","locate_amenity"
"find gas station please.","locate_amenity"
"find gus sation","locate_amenity"
"Find hamburger","locate_amenity"
"find home","locate_amenity"
"find hotel","locate_amenity"
"find lclosest starbucks","locate_amenity"
"Find Library.","locate_amenity"
"find mall","locate_amenity"
"find mcdonald","locate_amenity"
"find mcdonalds","locate_amenity"
"find mcdonlds","locate_amenity"
"find me a restroom","locate_amenity"
"find me gas station with cigerette counter","locate_amenity"
"find me some tacos","locate_amenity"
"Find me the hawker stall that sells fried carrot cake.","locate_amenity"
"find me the neareset gas station","locate_amenity"
"find me the next gas station","locate_amenity"
"find non veg restarant","locate_amenity"
"find pasta","locate_amenity"
"find petrol","locate_amenity"
"Find Petrol pump","locate_amenity"
"find pizzeria","locate_amenity"
"find rest","locate_amenity"
"find rest area","locate_amenity"
"find restaurents","locate_amenity"
"find resteraunt","locate_amenity"
"find restoran, please","locate_amenity"
"find restorant","locate_amenity"
"find restourants","locate_amenity"
"find restraunts","locate_amenity"
"Find restuarants","locate_amenity"
"find resturant","locate_amenity"
"find resurant","locate_amenity"
"find rstaurants","locate_amenity"
"Find school","locate_amenity"
"find seafood","locate_amenity"
"find snacks bar","locate_amenity"
"find some gas station","locate_amenity"
"Find stadium","locate_amenity"
"find starbucks","locate_amenity"
"find stations then","locate_amenity"
"find subway","locate_amenity"
"find supermarket","locate_amenity"
"find s washroom","locate_amenity"
"Find tacos","locate_amenity"
"find the cheapest gas station","locate_amenity"
"find the closet gas station","locate_amenity"
"find the gas station","locate_amenity"
"find the italian restruant","locate_amenity"
"find the next gasstation","locate_amenity"
"find the next MCdonalds","locate_amenity"
"find toilet","locate_amenity"
"Find to me the nearest gaz station","locate_amenity"
"find townsend hall","locate_amenity"
"fly to North Carolina","locate_amenity"
"food nearest food","locate_amenity"
"fool i said i need to eat an ice cream","locate_amenity"
"french restaurants are my fav","locate_amenity"
"gas","locate_amenity"
"gas fuel","locate_amenity"
"Gas station nearby","locate_amenity"
"gas stop","locate_amenity"
"Get me an uber","locate_amenity"
"Get me a sandwich","locate_amenity"
"get me directions","locate_amenity"
"get me gas station","locate_amenity"
"get. Some tacos","locate_amenity"
"give me directions","locate_amenity"
"give me nearest burger joint","locate_amenity"
"give me some drink","locate_amenity"
"give me the address of italian restaurant","locate_amenity"
"go back to homz","locate_amenity"
"go for a swim","locate_amenity"
"go get some tacos","locate_amenity"
"gold to Olema","locate_amenity"
"go to 4","locate_amenity"
"go to 7-11","locate_amenity"
"navigate to gas station","locate_amenity"
"navigate to macdonalds","locate_amenity"
"navigate to Pomona","locate_amenity"
"navigate to school","locate_amenity"
"navigate to superstore","locate_amenity"
"navigate to the mall","locate_amenity"
"navigate to the nearest gas station","locate_amenity"
"navigate to work","locate_amenity"
"Navigation","locate_amenity"
"near by hospital","locate_amenity"
"nearby hospital","locate_amenity"
"nearby hotel","locate_amenity"
"Nearby hotels","locate_amenity"
"nearby hspitals","locate_amenity"
"nearby mc donalds","locate_amenity"
"nearby residents","locate_amenity"
"nearby restaurant","locate_amenity"
"near by restaurent","locate_amenity"
"nearby rivers?","locate_amenity"
"near by seattle","locate_amenity"
"near by shopping","locate_amenity"
"nearby Tacos","locate_amenity"
"nearest restaurtant  aroungd me","locate_amenity"
"near gasstation go","locate_amenity"
"near restrunt","locate_amenity"
"near school","locate_amenity"
"ned space to stay","locate_amenity"
"need a gas station","locate_amenity"
"need a map","locate_amenity"
"need a restaurent","locate_amenity"
"nevermind, i think i need some food instead","locate_amenity"
"no I mean the restaurant","locate_amenity"
"no i need to eat ice creams","locate_amenity"
"Okay let's go for burgers.","locate_amenity"
"okay let's go for jazz","locate_amenity"
"go to a","locate_amenity"
"go to airport","locate_amenity"
"go to amelia","locate_amenity"
"go to amenity","locate_amenity"
"go to burguers","locate_amenity"
"go to Campinas","locate_amenity"
"go to cinema","locate_amenity"
"go to disco","locate_amenity"
"Go to Esso","locate_amenity"
"go to gas station 1.","locate_amenity"
"go to harden nsw","locate_amenity"
"go to home.","locate_amenity"
"Go to home","locate_amenity"
"go to hospital","locate_amenity"
"go to house","locate_amenity"
"go to ibm hortolandia","locate_amenity"
"go to LA","locate_amenity"
"Go to London","locate_amenity"
"Go to mauntain","locate_amenity"
"Go to moskow","locate_amenity"
"Go to movie","locate_amenity"
"go to natianal park","locate_amenity"
"Go to number 2.","locate_amenity"
"go to nyc","locate_amenity"
"go to orlando","locate_amenity"
"go to park","locate_amenity"
"go to restaraun","locate_amenity"
"go to restaurannt","locate_amenity"
"Go to restrant","locate_amenity"
"go to restuarnts","locate_amenity"
"go to resturunt","locate_amenity"
"go to Safeway","locate_amenity"
"Go to San Diego","locate_amenity"
"go to school","locate_amenity"
"go to sea","locate_amenity"
"go to shop","locate_amenity"
"go to spermarket","locate_amenity"
"go to starbucks","locate_amenity"
"go to supermarket","locate_amenity"
"Go to Tacos","locate_amenity"
"go to the be4ach?","locate_amenity"
"go to the beach","locate_amenity"
"go to the beach?","locate_amenity"
"go to the cinema","locate_amenity"
"go to the closest","locate_amenity"
"go to the country","locate_amenity"
"Go to the gas station","locate_amenity"
"Go to the graveyeard","locate_amenity"
"Go to the grocery store","locate_amenity"
"Go to the hospital","locate_amenity"
"go to the hospitol","locate_amenity"
"go to the korea","locate_amenity"
"Go to the mountains","locate_amenity"
"go to the movie","locate_amenity"
"Go to the movies","locate_amenity"
"go to the park","locate_amenity"
"go to the post office","locate_amenity"
